Gene_id,SPORO_1,SPORO_2,SPORO_3,WALL_1,WALL_2,WALL_3
cgd4_1470-RA-p1,7345500.0,96113000.0,4559400.0,19379000.0,13724000.0,57103000.0
cgd4_1590-RA-p1,145790.0,12838000.0,67630.0,71760.0,0.0,2954400.0
cgd4_1650-RA-p1,2058300.0,955780000.0,140320000.0,56073000.0,39285000.0,41723000.0
cgd4_1770-RA-p1,7521500.0,155880000.0,9682500.0,41336000.0,23608000.0,34249000.0
cgd4_1790-RA-p1,438390.0,29005000.0,691550.0,3337200.0,2169000.0,1454900.0
cgd4_180-RA-p1,143200.0,3570800.0,18369.0,0.0,0.0,349660.0
cgd4_1830-RA-p1,632100.0,126420000.0,15229000.0,9207700.0,6296800.0,1833300.0
cgd4_1840-RA-p1,0.0,1214400.0,0.0,0.0,0.0,63110.0
cgd4_1850-RA-p1,0.0,3197400.0,0.0,122640.0,0.0,0.0
cgd4_1920-RA-p1,0.0,1770700.0,0.0,0.0,0.0,1348100.0
cgd4_1940-RA-p1,8456500.0,895440000.0,177210000.0,38892000.0,59084000.0,12132000.0
cgd4_1970-RA-p1,19947000.0,369980000.0,12603000.0,43752000.0,77231000.0,56912000.0
cgd4_1990-RA-p1,0.0,637180.0,27162.0,0.0,0.0,199980.0
cgd4_200-RA-p1,342150.0,18106000.0,98549.0,3653600.0,0.0,9502500.0
cgd4_2010-RA-p1,0.0,5000500.0,45792.0,71789.0,0.0,2071200.0
cgd4_2020-RA-p1,38557.0,6692000.0,102950.0,0.0,110290.0,1086000.0
cgd4_2040-RA-p1,0.0,893830.0,0.0,0.0,0.0,318680.0
cgd4_2090-RA-p1,170880.0,11283000.0,326930.0,0.0,0.0,1539900.0
cgd4_210-RA-p1,449680.0,53440000.0,3734700.0,8019900.0,133840.0,828520.0
cgd4_2110-RA-p1,688130.0,35875000.0,2947600.0,6076100.0,20318000.0,7634500.0
cgd4_2120-RA-p1,1747100.0,39479000.0,2246900.0,662980.0,696030.0,2184000.0
cgd4_2130-RA-p1,414070.0,25941000.0,1473100.0,1144900.0,280710.0,14128000.0
cgd4_2260-RA-p1,70195000.0,2116000000.0,128690000.0,158890000.0,282580000.0,386270000.0
cgd4_2270-RA-p1,71954.0,8037300.0,0.0,368960.0,175770.0,307650.0
cgd4_2280-RA-p1,360190.0,29645000.0,614600.0,951250.0,230900.0,2534000.0
cgd4_2300-RA-p1,13572000.0,238680000.0,10096000.0,10171000.0,22967000.0,69059000.0
cgd4_230-RA-p1,404510.0,21253000.0,708560.0,459720.0,270640.0,1321800.0
cgd4_2340-RA-p1,0.0,18669000.0,0.0,4627100.0,0.0,0.0
cgd4_2350-RA-p1,438230.0,13219000.0,361630.0,2207500.0,0.0,0.0
cgd4_2360-RA-p1,0.0,22875000.0,559380.0,1030900.0,0.0,811250.0
cgd4_2370-RA-p1,13456000.0,232950000.0,8257900.0,9891300.0,12325000.0,27916000.0
cgd4_2373-RA-p1,26368.0,1207700.0,0.0,0.0,0.0,439150.0
cgd4_2390-RA-p1,385580.0,25509000.0,250890.0,72015.0,780610.0,2108600.0
